seqIndex,netCharge,FC,LW,DP,NK,AE,pcMK,_SolventAccessibilityD1025,tau2_GRAR740104,tau4_GRAR740104,QSO50_GRAR740104,QSO29_GRAR740104,meanEisenbergHydrophobicity,K_KR
205,11.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,9651.5,8305.60714286,0.001635,0.058984,-0.0684375,0.777777777778
206,10.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,9257.23333333,8457.75,0.001633,0.059095,-0.0159375,0.875
207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.121,11092.9032258,6965.68965517,0.008152,0.045027,0.340303030303,1.0
208,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.121,11297.4193548,6853.13793103,0.006363,0.044825,0.373636363636,1.0
209,5.0,0.0,0.0,0.0,0.0,3.13,0.0,12.121,15548.0322581,8897.17241379,0.004549,0.052479,-0.228181818182,0.444432222344
210,4.0,0.0,3.13,0.0,0.0,0.0,0.0,24.242,10525.2903226,5254.44827586,0.005898,0.04745,0.139090909091,1.0
211,3.0,0.0,3.13,0.0,0.0,0.0,0.0,27.273,10426.6129032,5342.44827586,0.00579,0.048074,0.153636363636,1.0
212,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.152,13753.6451613,8921.44827586,0.01046,0.051057,0.182424242424,1.0
213,5.0,0.0,0.0,0.0,3.13,0.0,0.375,9.091,8940.93548387,9853.86206897,0.005383,0.039082,-0.225454545455,0.714278979871
214,8.0,0.0,0.0,0.0,0.0,0.0,1.0,15.152,13055.5806452,9858.20689655,0.001946,0.048187,-0.841818181818,0.0
215,2.0,0.0,0.0,0.0,0.0,0.0,0.0,24.242,11200.3870968,8366.68965517,0.003201,0.052799,0.241212121212,1.0
216,1.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,21.212,13625.3225806,13360.1724138,0.006922,0.043127,0.152424242424,1.0
217,4.0,0.0,3.03,0.0,0.0,0.0,0.4,20.588,8367.9375,6969.26666667,0.012404,0.039181,0.267058823529,1.0
218,4.0,0.0,3.03,0.0,0.0,0.0,0.333333333333,20.588,9267.4375,6757.16666667,0.009967,0.040978,0.188235294118,1.0
219,2.0,0.0,0.0,0.0,0.0,3.03,0.0,20.588,11196.71875,4954.86666667,0.007352,0.06128,-0.21,1.0
220,4.0,0.0,0.0,0.0,0.0,0.0,0.4,17.647,16485.25,13030.8333333,0.007168,0.045234,0.0302941176471,0.600027199782
221,6.0,0.0,0.0,0.0,0.0,0.0,0.0,26.471,10953.75,8348.46666667,0.006239,0.048778,0.258235294118,1.0
222,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.824,12266.09375,6974.33333333,0.007637,0.065874,-0.179117647059,0.888893086513
223,4.0,0.0,0.0,0.0,0.0,0.0,0.0,17.647,11763.03125,7036.06666667,0.005129,0.064345,-0.151764705882,0.777786173026
224,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.588,7733.5,4905.8,0.0109,0.054296,-0.350294117647,0.81249070316
225,15.0,0.0,0.0,0.0,0.0,0.0,0.0,20.588,8298.8125,5195.33333333,0.008954,0.058189,-0.300588235294,0.8666727112
226,15.0,0.0,0.0,0.0,0.0,0.0,0.0,20.588,8366.0,5494.86666667,0.010341,0.057855,-0.329117647059,0.799990933406
227,7.0,0.0,0.0,0.0,2.94,0.0,0.111111111111,11.429,9407.45454545,4546.5483871,0.010681,0.041122,0.0197142857143,1.0
228,-2.0,0.0,2.94,0.0,2.94,0.0,0.0,28.571,15435.4848485,14016.7419355,0.013949,0.032378,0.412571428571,1.0
229,1.0,0.0,0.0,0.0,0.0,2.86,0.5,33.333,10603.6470588,7010.5,0.009292,0.038812,-0.225833333333,0.200014399885
230,4.0,0.0,0.0,0.0,0.0,0.0,0.0,21.622,12632.4,10222.3030303,0.016949,0.047402,0.101351351351,0.5
231,12.0,0.0,0.0,0.0,0.0,0.0,0.0,16.216,12239.7714286,6113.6969697,0.006695,0.049356,-0.321621621622,0.454557685839
232,4.0,0.0,0.0,0.0,0.0,0.0,0.0,24.324,13643.2571429,7783.48484848,0.014445,0.043578,0.132432432432,1.0
233,7.0,0.0,0.0,0.0,0.0,0.0,0.0,16.216,11733.2285714,9991.15151515,0.009809,0.049238,-0.0840540540541,0.899988899989
234,8.0,0.0,0.0,0.0,0.0,0.0,0.0,16.216,10189.8,9469.39393939,0.009427,0.04783,-0.122972972973,0.800014800015
235,8.0,0.0,0.0,0.0,0.0,0.0,0.0,16.216,11119.2285714,9643.03030303,0.008699,0.050498,-0.104864864865,0.800014800015
236,7.0,0.0,0.0,0.0,0.0,0.0,0.0,16.216,9908.71428571,9461.51515152,0.009304,0.046158,-0.166756756757,0.800014800015
237,3.0,0.0,0.0,0.0,0.0,0.0,0.0,16.216,15413.3714286,7747.12121212,0.016993,0.065165,-0.277837837838,0.333333333333
238,12.0,0.0,0.0,0.0,2.78,0.0,0.0,16.216,10104.5428571,5185.36363636,0.014778,0.055487,-0.423513513514,0.642845816375
239,3.0,0.0,0.0,0.0,0.0,0.0,0.0,21.622,11999.8,10561.1515152,0.01527,0.04621,0.0613513513514,0.5
240,6.0,0.0,0.0,0.0,0.0,0.0,0.0,29.73,9304.25714286,7233.09090909,0.009604,0.043551,0.0437837837838,0.874988437702
241,4.0,0.0,0.0,0.0,0.0,0.0,0.0,13.514,12893.0,5881.78787879,0.00903,0.062527,-0.271891891892,0.400007400007
242,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.108,12218.9142857,6638.72727273,0.008937,0.059977,-0.289459459459,0.545442314161
243,3.0,0.0,0.0,0.0,0.0,0.0,0.0,16.216,12779.1142857,6511.81818182,0.011593,0.054803,-0.215135135135,0.428563877583
244,5.0,0.0,0.0,0.0,0.0,0.0,0.0,16.216,13130.5428571,6666.21212121,0.009907,0.060424,-0.192162162162,0.700003700004
245,10.0,0.0,0.0,0.0,0.0,0.0,0.0,16.216,12847.2857143,7365.66666667,0.010057,0.057156,-0.26972972973,0.666666666667
246,8.0,0.0,0.0,0.0,0.0,0.0,0.0,16.216,13734.5142857,7132.60606061,0.008814,0.059284,-0.126756756757,0.700003700004
247,7.0,0.0,0.0,0.0,0.0,0.0,0.0,29.73,8878.71428571,7487.03030303,0.009751,0.04346,0.0151351351351,0.666666666667
248,7.0,0.0,0.0,0.0,0.0,0.0,0.0,16.216,11405.3142857,6409.60606061,0.01285,0.059326,-0.244054054054,0.5
249,13.0,0.0,0.0,0.0,0.0,0.0,0.0,18.919,9353.14285714,7000.90909091,0.017266,0.042432,-0.212432432432,0.538465917177
250,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.526,12135.5,6910.41176471,0.010418,0.058516,-0.265526315789,0.545445123847
251,6.0,0.0,0.0,0.0,0.0,0.0,0.142857142857,31.579,9967.88888889,7273.82352941,0.011487,0.043839,0.0631578947368,0.85711959177
252,6.0,0.0,0.0,0.0,0.0,0.0,0.0,15.789,11190.1944444,7020.82352941,0.014049,0.056927,-0.368684210526,0.545445123847
253,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.692,8093.10810811,9588.54285714,0.016354,0.041922,-0.151025641026,0.6
254,5.0,0.0,0.0,0.0,0.0,0.0,0.0,17.949,11746.8648649,9732.6,0.008152,0.041433,-0.118717948718,0.571428571429
255,6.0,0.0,0.0,0.0,0.0,0.0,0.0,17.949,8661.48648649,6578.97142857,0.015984,0.045213,-0.0605128205128,0.571428571429
256,6.0,0.0,0.0,0.0,0.0,0.0,0.0,17.949,8680.37837838,6187.88571429,0.016453,0.045251,-0.0358974358974,0.714301632403
257,7.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333,9291.18918919,7264.37142857,0.010451,0.045917,-0.0420512820513,0.666681111063
258,0.0,0.0,0.0,0.0,2.56,5.13,0.333333333333,42.5,9538.86842105,8325.25,0.012342,0.051171,0.192,0.666666666667
259,10.0,0.0,0.0,0.0,0.0,0.0,0.25,17.5,8970.18421053,9320.02777778,0.018953,0.051554,-0.23175,0.333333333333
260,10.0,0.0,0.0,0.0,0.0,0.0,0.0,19.048,9362.3,8266.07894737,0.011027,0.045928,-0.0307142857143,0.818181818182
261,0.0,0.0,0.0,0.0,2.44,4.88,0.333333333333,42.857,9185.35,8461.42105263,0.014418,0.048413,0.230476190476,0.666666666667
262,12.0,0.0,0.0,0.0,0.0,0.0,0.0,19.048,8871.95,8659.57894737,0.013339,0.044035,-0.0245238095238,0.909090909091
263,12.0,0.0,0.0,0.0,0.0,0.0,0.0,19.048,9103.3,8256.07894737,0.013639,0.04618,-0.0538095238095,0.818181818182
264,6.0,0.0,0.0,0.0,0.0,0.0,0.0,11.905,9374.15,8475.15789474,0.018197,0.043316,-0.235,0.3
265,9.0,0.0,0.0,0.0,2.44,0.0,0.0,26.19,8067.975,6436.10526316,0.02144,0.047165,0.0259523809524,0.75
266,16.0,0.0,0.0,0.0,0.0,0.0,0.0,30.233,11075.4878049,8783.15384615,0.021391,0.044644,-0.478139534884,0.529404325281
267,4.0,0.0,0.0,0.0,0.0,0.0,0.5,13.953,13653.3658537,15035.9230769,0.016819,0.040719,0.143255813953,1.0
268,7.0,0.0,0.0,0.0,0.0,0.0,0.222222222222,16.279,9650.31707317,7573.1025641,0.02187,0.042665,0.135813953488,0.874979844128
269,7.0,0.0,0.0,0.0,0.0,0.0,0.0,13.636,9922.76190476,7149.8,0.022835,0.042104,-0.364545454545,0.199982399789
270,4.0,0.0,0.0,0.0,0.0,2.33,0.0,15.909,12139.8571429,8387.0,0.015888,0.039815,0.0472727272727,1.0
271,4.0,0.0,2.33,0.0,0.0,2.33,0.0,15.909,12040.6666667,8668.675,0.017274,0.038577,-0.0163636363636,1.0
272,4.0,0.0,2.33,0.0,0.0,2.33,0.0,15.909,11980.952381,8605.975,0.017624,0.038217,-0.0193181818182,1.0
273,5.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,17.778,14135.3953488,9244.3902439,0.017293,0.034435,0.0953333333333,0.8889
274,7.0,0.0,0.0,0.0,0.0,0.0,0.0,38.298,14833.6,14854.3953488,0.013265,0.040341,-0.0468085106383,0.142876326037
275,7.0,0.0,0.0,0.0,0.0,0.0,0.0,40.426,12005.1333333,8435.34883721,0.016843,0.035083,-0.255744680851,0.5
276,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.404,13892.6888889,9591.95348837,0.018192,0.04522,0.068085106383,1.0
277,10.0,0.0,0.0,0.0,0.0,0.0,0.1,16.667,9598.2826087,7987.31818182,0.022121,0.04362,-0.0927083333333,0.75
278,4.0,0.0,0.0,0.0,0.0,0.0,0.0,29.167,11902.9782609,8802.81818182,0.015745,0.041603,0.03125,0.400019199386
279,9.0,0.0,0.0,0.0,0.0,0.0,0.25,20.408,11984.8085106,11174.4222222,0.021761,0.038118,-0.334897959184,0.272707024812
280,6.0,0.0,0.0,0.0,0.0,0.0,0.2,26.923,12118.56,11854.0833333,0.018318,0.041606,-0.191153846154,0.5
281,7.0,0.0,1.82,0.0,0.0,1.82,0.0909090909091,16.071,9857.05555556,7672.48076923,0.024307,0.03901,-0.13875,0.769234082881
282,7.0,0.0,0.0,0.0,0.0,0.0,0.272727272727,12.5,8905.57407407,4617.71153846,0.019247,0.050383,0.0178571428571,0.727281983404
283,1.0,0.0,0.0,0.0,0.0,0.0,0.5,25.862,8029.46428571,7201.07407407,0.02199,0.039964,0.468793103448,0.5
284,3.0,1.72,0.0,0.0,0.0,1.72,0.0,23.729,14560.5087719,13284.2727273,0.027002,0.040013,0.289152542373,1.0
285,0.0,0.0,0.0,0.0,3.39,0.0,0.285714285714,21.667,13353.2241379,8500.25,0.023862,0.039602,0.104166666667,0.8333
286,4.0,0.0,0.0,0.0,0.0,1.69,0.0,25.0,9434.84482759,6452.69642857,0.019014,0.040129,0.417,1.0
