seqIndex,netCharge,FC,LW,DP,NK,AE,pcMK,_SolventAccessibilityD1025,tau2_GRAR740104,tau4_GRAR740104,QSO50_GRAR740104,QSO29_GRAR740104
246,8.0,0.0,0.0,0.0,0.0,0.0,0.0,16.216,13734.5142857,7132.60606061,0.008814,0.059284
247,7.0,0.0,0.0,0.0,0.0,0.0,0.0,29.73,8878.71428571,7487.03030303,0.009751,0.04346
248,7.0,0.0,0.0,0.0,0.0,0.0,0.0,16.216,11405.3142857,6409.60606061,0.01285,0.059326
249,13.0,0.0,0.0,0.0,0.0,0.0,0.0,18.919,9353.14285714,7000.90909091,0.017266,0.042432
250,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.526,12135.5,6910.41176471,0.010418,0.058516
251,6.0,0.0,0.0,0.0,0.0,0.0,0.142857142857,31.579,9967.88888889,7273.82352941,0.011487,0.043839
252,6.0,0.0,0.0,0.0,0.0,0.0,0.0,15.789,11190.1944444,7020.82352941,0.014049,0.056927
253,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.692,8093.10810811,9588.54285714,0.016354,0.041922
254,5.0,0.0,0.0,0.0,0.0,0.0,0.0,17.949,11746.8648649,9732.6,0.008152,0.041433
255,6.0,0.0,0.0,0.0,0.0,0.0,0.0,17.949,8661.48648649,6578.97142857,0.015984,0.045213
256,6.0,0.0,0.0,0.0,0.0,0.0,0.0,17.949,8680.37837838,6187.88571429,0.016453,0.045251
257,7.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333,9291.18918919,7264.37142857,0.010451,0.045917
258,0.0,0.0,0.0,0.0,2.56,5.13,0.333333333333,42.5,9538.86842105,8325.25,0.012342,0.051171
259,10.0,0.0,0.0,0.0,0.0,0.0,0.25,17.5,8970.18421053,9320.02777778,0.018953,0.051554
260,10.0,0.0,0.0,0.0,0.0,0.0,0.0,19.048,9362.3,8266.07894737,0.011027,0.045928
261,0.0,0.0,0.0,0.0,2.44,4.88,0.333333333333,42.857,9185.35,8461.42105263,0.014418,0.048413
262,12.0,0.0,0.0,0.0,0.0,0.0,0.0,19.048,8871.95,8659.57894737,0.013339,0.044035
263,12.0,0.0,0.0,0.0,0.0,0.0,0.0,19.048,9103.3,8256.07894737,0.013639,0.04618
264,6.0,0.0,0.0,0.0,0.0,0.0,0.0,11.905,9374.15,8475.15789474,0.018197,0.043316
265,9.0,0.0,0.0,0.0,2.44,0.0,0.0,26.19,8067.975,6436.10526316,0.02144,0.047165
266,16.0,0.0,0.0,0.0,0.0,0.0,0.0,30.233,11075.4878049,8783.15384615,0.021391,0.044644
267,4.0,0.0,0.0,0.0,0.0,0.0,0.5,13.953,13653.3658537,15035.9230769,0.016819,0.040719
268,7.0,0.0,0.0,0.0,0.0,0.0,0.222222222222,16.279,9650.31707317,7573.1025641,0.02187,0.042665
269,7.0,0.0,0.0,0.0,0.0,0.0,0.0,13.636,9922.76190476,7149.8,0.022835,0.042104
270,4.0,0.0,0.0,0.0,0.0,2.33,0.0,15.909,12139.8571429,8387.0,0.015888,0.039815
271,4.0,0.0,2.33,0.0,0.0,2.33,0.0,15.909,12040.6666667,8668.675,0.017274,0.038577
272,4.0,0.0,2.33,0.0,0.0,2.33,0.0,15.909,11980.952381,8605.975,0.017624,0.038217
273,5.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,17.778,14135.3953488,9244.3902439,0.017293,0.034435
274,7.0,0.0,0.0,0.0,0.0,0.0,0.0,38.298,14833.6,14854.3953488,0.013265,0.040341
275,7.0,0.0,0.0,0.0,0.0,0.0,0.0,40.426,12005.1333333,8435.34883721,0.016843,0.035083
276,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.404,13892.6888889,9591.95348837,0.018192,0.04522
277,10.0,0.0,0.0,0.0,0.0,0.0,0.1,16.667,9598.2826087,7987.31818182,0.022121,0.04362
278,4.0,0.0,0.0,0.0,0.0,0.0,0.0,29.167,11902.9782609,8802.81818182,0.015745,0.041603
279,9.0,0.0,0.0,0.0,0.0,0.0,0.25,20.408,11984.8085106,11174.4222222,0.021761,0.038118
280,6.0,0.0,0.0,0.0,0.0,0.0,0.2,26.923,12118.56,11854.0833333,0.018318,0.041606
281,7.0,0.0,1.82,0.0,0.0,1.82,0.0909090909091,16.071,9857.05555556,7672.48076923,0.024307,0.03901
282,7.0,0.0,0.0,0.0,0.0,0.0,0.272727272727,12.5,8905.57407407,4617.71153846,0.019247,0.050383
283,1.0,0.0,0.0,0.0,0.0,0.0,0.5,25.862,8029.46428571,7201.07407407,0.02199,0.039964
284,3.0,1.72,0.0,0.0,0.0,1.72,0.0,23.729,14560.5087719,13284.2727273,0.027002,0.040013
285,0.0,0.0,0.0,0.0,3.39,0.0,0.285714285714,21.667,13353.2241379,8500.25,0.023862,0.039602
286,4.0,0.0,0.0,0.0,0.0,1.69,0.0,25.0,9434.84482759,6452.69642857,0.019014,0.040129
287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,12043.5,12704.1666667,0.0,0.044671
288,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,7477.625,7400.33333333,0.0,0.001974
289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9059.25,10972.3333333,0.0,0.0
290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12629.25,10663.5,0.0,0.0
291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,6488.75,6048.16666667,0.0,0.010277
292,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,9902.375,6401.16666667,0.0,0.016995
293,3.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,20.0,8246.0,4668.83333333,0.0,0.034886
294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11967.375,13344.1666667,0.0,0.039628
295,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5425.375,5845.16666667,0.0,0.020851
296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,5491.625,8447.5,0.0,0.030649
297,1.0,0.0,11.11,0.0,0.0,0.0,0.0,10.0,7284.5,12884.0,0.0,0.005899
298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7449.0,7742.33333333,0.0,0.059374
299,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,7394.625,8025.83333333,0.0,0.012079
300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,5922.0,8234.66666667,0.0,0.0
301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,7683.625,9206.83333333,0.0,0.00739
302,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,8939.44444444,10192.2857143,0.0,0.011735
303,1.0,0.0,0.0,0.0,0.0,0.0,0.0,90.909,8125.88888889,7569.57142857,0.0,0.045631
304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.636,6397.11111111,8232.85714286,0.0,0.039734
305,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.182,5631.66666667,5581.57142857,0.0,0.069844
306,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,7554.66666667,9106.28571429,0.0,0.029647
307,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.182,11202.7777778,6011.28571429,0.0,0.02443
308,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.182,7646.55555556,13155.1428571,0.0,0.040611
309,2.0,0.0,0.0,0.0,0.0,0.0,0.0,36.364,12955.5555556,6550.57142857,0.0,0.026489
310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.182,9905.33333333,8945.0,0.0,0.050081
311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.182,7941.44444444,6450.57142857,0.0,0.003568
312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.182,4021.11111111,8500.28571429,0.0,0.024653
313,1.0,0.0,0.0,0.0,0.0,0.0,0.5,27.273,7997.77777778,4637.57142857,0.0,0.059727
314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.273,10920.3333333,7240.28571429,0.0,0.030661
315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.182,9496.77777778,9724.28571429,0.0,0.071414
316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,12396.3333333,4338.14285714,0.0,0.002153
317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,10869.4444444,5296.71428571,0.0,0.044044
318,2.0,0.0,0.0,0.0,0.0,0.0,0.5,45.455,10096.3333333,10885.7142857,0.0,0.04334
319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,7721.77777778,8783.42857143,0.0,0.030441
320,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,10961.6666667,12352.1428571,0.0,0.064078
321,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,8356.55555556,10164.4285714,0.0,0.048057
322,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,45.455,8665.11111111,14412.2857143,0.0,0.021241
323,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,14250.4444444,10035.1428571,0.0,0.059101
324,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.333,10250.1,12842.0,0.0,0.037674
325,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.667,10207.3,11167.5,0.0,0.017114
326,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.667,7573.5,9298.0,0.0,0.011963
327,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333,9928.9,10700.75,0.0,0.035943
328,1.0,0.0,0.0,0.0,0.0,0.0,0.0,83.333,8983.3,9958.5,0.0,0.040762
329,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333,9799.1,11925.25,0.0,0.01833
330,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.667,6635.2,6679.375,0.0,0.051204
331,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333,7895.5,9009.875,0.0,0.03353
332,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,16.667,13923.6,8922.0,0.0,0.035958
333,3.0,0.0,0.0,0.0,0.0,0.0,0.0,58.333,10821.7,6859.0,0.0,0.01411
334,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,12046.2,9819.0,0.0,0.037718
335,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333,12816.4,10849.375,0.0,0.037339
336,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.333,4019.2,5346.25,0.0,0.012765
337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333,11152.7,9275.125,0.0,0.067435
338,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,6111.6,7485.25,0.0,0.018343
339,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.667,9023.1,11135.875,0.0,0.039779
340,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333,17086.9,11614.25,0.0,0.070894
341,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333,10495.3,11066.5,0.0,0.009232
342,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.667,11195.2,9035.875,0.0,0.004245
343,1.0,0.0,9.09,0.0,0.0,0.0,1.0,25.0,14260.4,11336.75,0.0,0.066082
344,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.667,7957.9,9499.625,0.0,0.011941
345,1.0,0.0,0.0,0.0,0.0,0.0,1.0,33.333,10277.6,9843.5,0.0,0.079274
346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,14180.6,9161.75,0.0,0.028414
347,4.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,12590.7,7766.875,0.0,0.024377
348,3.0,0.0,0.0,0.0,0.0,0.0,1.0,16.667,14441.6,12971.5,0.0,0.013513
349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.667,15303.2,11497.75,0.0,0.011101
350,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.333,5268.3,5125.625,0.0,0.068658
351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333,10543.9,5297.125,0.0,0.069024
352,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.667,6297.1,11690.75,0.0,0.055997
353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.667,11836.3,12695.625,0.0,0.030716
354,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.692,10284.4545455,11694.1111111,0.0,0.062209
355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.077,7675.72727273,3889.0,0.0,0.032074
356,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.692,11176.7272727,12030.8888889,0.0,0.036644
357,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.077,6004.27272727,9280.55555556,0.0,0.057088
358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.385,11070.6363636,10832.2222222,0.0,0.042676
359,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.077,7555.0,7486.88888889,0.0,0.017876
360,1.0,0.0,0.0,0.0,0.0,0.0,0.5,23.077,9774.54545455,8681.77777778,0.0,0.040436
361,2.0,0.0,0.0,0.0,0.0,0.0,0.0,84.615,6805.0,7487.66666667,0.0,0.069214
362,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.385,15874.9090909,16343.6666667,0.0,0.054311
363,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.692,7742.90909091,12435.4444444,0.0,0.058937
364,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.077,9414.81818182,14142.2222222,0.0,0.057665
365,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.385,12930.7272727,5095.88888889,0.0,0.006978
366,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.714,7153.08333333,6791.1,0.0,0.072639
367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.429,11457.4166667,7815.2,0.0,0.061931
368,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.429,5646.33333333,7214.4,0.0,0.023949
369,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.571,12168.6666667,6169.5,0.0,0.086847
370,3.0,0.0,0.0,0.0,0.0,0.0,1.0,28.571,6938.66666667,6544.4,0.0,0.043712
371,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.429,10698.25,6732.6,0.0,0.057956
372,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,28.571,12941.0833333,7847.6,0.0,0.057003
373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.429,7966.75,13229.2,0.0,0.075865
374,-1.0,0.0,7.69,0.0,0.0,0.0,0.0,42.857,10963.0833333,10006.1,0.0,0.048387
375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.143,7207.58333333,8222.9,0.0,0.050584
376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.571,9487.66666667,5338.3,0.0,0.016078
377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.857,10166.3333333,9800.2,0.0,0.041973
378,2.0,0.0,0.0,0.0,0.0,0.0,0.0,28.571,11635.75,8039.5,0.0,0.087842
379,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.571,9932.16666667,7285.9,0.0,0.08847
380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.429,9704.66666667,11467.0,0.0,0.082522
381,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.286,6844.91666667,9517.2,0.0,0.03898
382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.286,11674.3333333,7022.7,0.0,0.02522
383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.857,12005.75,6147.4,0.0,0.017341
384,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.143,13507.6666667,6813.2,0.0,0.070931
385,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333,7366.69230769,9728.63636364,0.0,0.072243
386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333,9560.30769231,7800.90909091,0.0,0.063537
387,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.667,7968.0,10648.1818182,0.0,0.057058
388,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6421.30769231,7953.18181818,0.0,0.051721
389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.667,6204.92307692,4722.72727273,0.0,0.083816
390,0.0,0.0,0.0,0.0,0.0,0.0,0.25,80.0,11808.2307692,6796.45454545,0.0,0.076939
391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.667,14995.3846154,8085.54545455,0.0,0.06442
392,1.0,0.0,0.0,0.0,0.0,0.0,1.0,13.333,5695.46153846,4959.72727273,0.0,0.069341
393,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2152.84615385,3737.18181818,0.0,0.084138
394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.667,12172.3846154,13369.0909091,0.0,0.084753
395,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.333,5857.23076923,7012.27272727,0.0,0.031402
396,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.333,9921.84615385,10510.8181818,0.0,0.037975
397,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333,9542.46153846,8429.54545455,0.0,0.081058
398,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,9995.53846154,11866.0,0.0,0.037444
399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.333,10897.5384615,12875.7272727,0.0,0.043337
400,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,5636.84615385,3729.63636364,0.0,0.05084
401,5.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,4450.07692308,7181.36363636,0.0,0.036947
402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,12700.6428571,11702.8333333,0.0,0.048964
403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,6213.35714286,4290.33333333,0.0,0.090748
404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,5243.64285714,6510.66666667,0.0,0.053772
405,4.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,87.5,8761.28571429,7954.5,0.0,0.023793
406,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,6946.78571429,5354.58333333,0.0,0.053029
407,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,9744.57142857,10667.75,0.0,0.097223
408,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,10284.8571429,7232.25,0.0,0.051993
409,2.0,0.0,0.0,0.0,0.0,0.0,0.0,93.75,7830.92857143,8444.91666667,0.0,0.055927
410,0.0,0.0,0.0,0.0,0.0,0.0,0.666666666667,43.75,10629.0,9471.33333333,0.0,0.070291
411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.25,9876.07142857,10934.4166667,0.0,0.065952
412,4.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,7121.42857143,7974.5,0.0,0.039361
413,1.0,0.0,6.67,0.0,0.0,0.0,0.0,37.5,8556.78571429,8427.41666667,0.0,0.071166
414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.647,5220.53333333,4376.0,0.0,0.059722
415,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,35.294,13475.8,6888.30769231,0.0,0.064497
416,5.0,0.0,0.0,0.0,0.0,0.0,0.2,82.353,7089.26666667,6934.07692308,0.0,0.071443
417,1.0,0.0,0.0,0.0,0.0,0.0,1.0,88.235,7797.33333333,8923.0,0.0,0.053319
418,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,17.647,10042.1333333,8150.84615385,0.0,0.030285
419,4.0,0.0,0.0,0.0,0.0,0.0,0.0,29.412,11333.4,7135.69230769,0.0,0.041326
420,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.412,9650.86666667,8282.15384615,0.0,0.045153
421,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.176,11024.2,8765.69230769,0.0,0.068275
422,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.647,8148.4,7086.38461538,0.0,0.066872
423,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.222,7205.5625,6676.14285714,0.0,0.033457
424,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.667,5346.0,5287.64285714,0.0,0.051173
425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.667,11381.4375,9797.14285714,0.0,0.055695
426,3.0,0.0,0.0,0.0,0.0,0.0,0.0,38.889,10026.9375,8435.21428571,0.0,0.017601
427,2.0,0.0,0.0,0.0,0.0,0.0,1.0,33.333,7288.0,5941.07142857,0.0,0.056282
428,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.222,8466.875,6648.21428571,0.0,0.060351
429,1.0,0.0,0.0,0.0,0.0,0.0,0.5,27.778,4317.9375,4613.35714286,0.0,0.079232
430,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16.667,4531.125,7708.85714286,0.0,0.042627
431,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.778,13308.75,12310.0,0.0,0.0728
432,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.053,9036.70588235,4086.33333333,0.0,0.025239
433,5.0,0.0,0.0,0.0,0.0,0.0,0.0,31.579,11388.1176471,11603.8,0.0,0.038843
434,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.526,7281.70588235,6548.8,0.0,0.040818
435,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.316,11343.3529412,8723.13333333,0.0,0.007831
436,0.0,0.0,5.56,0.0,0.0,0.0,0.0,26.316,3630.76470588,4747.73333333,0.0,0.058775
437,2.0,0.0,0.0,0.0,0.0,0.0,0.0,31.579,5068.0,6339.06666667,0.0,0.062825
438,2.0,0.0,0.0,0.0,0.0,0.0,0.0,36.842,9279.11764706,9033.93333333,0.0,0.056615
439,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,36.842,14686.7647059,13158.3333333,0.0,0.033799
440,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.789,11356.5882353,10489.7333333,0.0,0.046695
441,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.053,9707.64705882,12895.6,0.0,0.069874
442,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,5668.11111111,8251.4375,0.0,0.048867
443,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8489.88888889,6210.4375,0.0,0.045586
444,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10931.3888889,7587.4375,0.0,0.042073
445,1.0,0.0,0.0,5.26,0.0,0.0,1.0,15.0,8751.27777778,6927.0625,0.0,0.060447
446,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,9022.61111111,9372.625,0.0,0.067021
447,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,9314.94444444,7240.6875,0.0,0.050997
448,1.0,0.0,0.0,0.0,0.0,0.0,0.5,50.0,8825.77777778,11247.25,0.0,0.06421
449,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6865.72222222,7172.1875,0.0,0.02955
450,3.0,0.0,0.0,5.26,0.0,0.0,0.25,25.0,10750.5555556,8265.125,0.0,0.05404
451,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10675.4444444,10740.5625,0.0,0.06057
452,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,6910.5,5310.375,0.0,0.062062
453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.81,10044.7368421,9077.11764706,0.0,0.054707
454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.81,8846.57894737,10198.8823529,0.0,0.075099
455,2.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,38.095,7911.73684211,10740.3529412,0.0,0.053401
456,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.571,8400.42105263,7046.35294118,0.0,0.048248
457,2.0,0.0,0.0,0.0,0.0,0.0,0.0,42.857,9480.47368421,8335.47058824,0.0,0.033204
458,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.571,11664.4210526,8669.82352941,0.0,0.045673
459,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14.286,9568.73684211,9150.05882353,0.0,0.061486
460,0.0,0.0,5.0,0.0,0.0,0.0,1.0,33.333,9513.0,11270.4705882,0.0,0.053873
461,1.0,0.0,0.0,0.0,0.0,0.0,1.0,28.571,6888.31578947,5670.52941176,0.0,0.043702
462,2.0,0.0,0.0,0.0,0.0,0.0,1.0,47.619,10078.2105263,9375.35294118,0.0,0.072903
463,3.0,0.0,0.0,0.0,0.0,0.0,0.0,38.095,8467.05263158,9343.70588235,0.0,0.032964
464,2.0,0.0,0.0,5.0,0.0,0.0,0.0,4.762,9708.26315789,7564.05882353,0.0,0.068371
465,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.571,8873.31578947,9051.35294118,0.0,0.056604
466,-1.0,0.0,0.0,0.0,0.0,0.0,0.75,23.81,7331.42105263,10652.2941176,0.0,0.051949
467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.818,11796.05,11111.5555556,0.0,0.053916
468,1.0,0.0,4.76,0.0,0.0,0.0,0.0,18.182,10264.4,9226.33333333,0.0,0.04123
469,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,36.364,4979.2,6823.72222222,0.0,0.071846
470,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.364,8755.35,8388.83333333,0.0,0.045868
471,-4.0,0.0,0.0,0.0,0.0,4.76,1.0,27.273,9536.3,7837.22222222,0.0,0.051425
472,2.0,0.0,0.0,0.0,0.0,0.0,0.0,22.727,8443.45,9031.88888889,0.0,0.040017
473,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.727,9984.15,7565.5,0.0,0.055885
474,3.0,0.0,0.0,0.0,0.0,0.0,0.0,22.727,13122.95,6211.44444444,0.0,0.061839
475,1.0,0.0,0.0,0.0,0.0,0.0,0.666666666667,22.727,10004.0,6967.11111111,0.0,0.050852
476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.727,8001.2,5939.0,0.0,0.048667
477,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,36.364,10032.85,7692.33333333,0.0,0.059228
478,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,31.818,7223.75,9831.05555556,0.0,0.066103
479,2.0,0.0,0.0,0.0,4.76,0.0,0.0,22.727,12785.4,11874.8888889,0.0,0.063725
480,1.0,0.0,0.0,0.0,0.0,0.0,1.0,22.727,8314.5,8516.94444444,0.0,0.073881
481,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.273,10683.2,9629.5,0.0,0.043396
482,0.0,0.0,4.55,0.0,0.0,0.0,1.0,30.435,6485.14285714,7658.68421053,0.0,0.051808
483,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.087,5802.38095238,7698.47368421,0.0,0.065208
484,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,39.13,8060.23809524,8793.89473684,0.0,0.056666
485,1.0,4.55,4.55,0.0,0.0,0.0,1.0,13.043,10954.9047619,11245.2105263,0.0,0.052966
486,1.0,0.0,0.0,0.0,0.0,0.0,0.666666666667,17.391,8334.76190476,8701.68421053,0.0,0.06971
487,-3.0,0.0,0.0,0.0,0.0,0.0,1.0,34.783,8472.0952381,6944.0,0.0,0.052266
488,1.0,0.0,4.55,0.0,0.0,0.0,0.666666666667,26.087,5699.52380952,9302.42105263,0.0,0.065105
489,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.087,14130.6190476,12660.0,0.0,0.053681
490,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.739,8255.28571429,7670.36842105,0.0,0.054302
491,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.739,9642.23809524,8838.47368421,0.0,0.043251
492,1.0,0.0,0.0,0.0,0.0,0.0,1.0,21.739,11690.6190476,9710.94736842,0.0,0.052655
493,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,10020.0454545,5801.8,0.0,0.040524
